,train_loss,train_acc,val_loss,val_acc
0,4.982036297950573,1.8606151860615188,4.873824936145734,2.516940948693127
1,4.663579807252775,5.538825553882556,4.209997804905761,9.68054211035818
2,3.1333421169493527,28.457732845773286,2.1938220886847173,42.497579864472414
3,1.3003020686061184,67.77801677780168,1.0306486268703612,72.02323330106486
4,0.6121110996140489,83.97504839750485,0.7647158351780022,77.34753146176186
5,0.3456772425323949,90.90126909012692,0.5545734467141742,83.73668925459826
6,0.22838494940313325,93.89115938911594,0.4468159301698727,87.89932236205227
7,0.15799022767717644,95.73026457302646,0.4244509186426183,87.41529525653436
8,0.1256066702448904,96.68745966874597,0.4114466829429176,88.2865440464666
9,0.10208970702067578,97.35426973542698,0.4298858354075488,88.09293320425944
10,0.07429356681682597,98.04258980425898,0.36058713850950225,89.64181994191675
11,0.06327875077750099,98.55882985588299,0.34773915689095986,90.90029041626332
12,0.05221189978472595,98.70939987093999,0.3614348464673394,90.22265246853824
13,0.04247138427903407,99.0428049042805,0.34012000626971856,91.48112294288481
14,0.04019376015658019,99.118089911809,0.3469756947251511,90.60987415295256
15,0.034395172919578824,99.225639922564,0.32097532487648384,91.86834462729914
16,0.03360907542728614,99.161109916111,0.3218458374927951,91.28751210067763
17,0.028150701348462086,99.2794149279415,0.3342488447902048,91.38431752178123
18,0.022987166640386195,99.5160249516025,0.30769564913151226,91.9651500484027
19,0.025628904650373648,99.24714992471499,0.35046973556193584,89.83543078412391
20,0.020384553580303093,99.47300494730051,0.31508782047269884,92.0619554695063
21,0.01968662717068521,99.47300494730051,0.3204955450274476,91.19070667957406
22,0.019903500891531197,99.5590449559045,0.3152665625121679,91.57792836398838
23,0.014324586964289484,99.6020649602065,0.29989834148563005,91.9651500484027
24,0.017802456318013967,99.483759948376,0.32247999584570974,90.90029041626332
25,0.01426166717834878,99.5160249516025,0.3137921615353166,91.67473378509197
26,0.013899561461076465,99.634329963433,0.3077887260902309,92.25556631171345
27,0.012674331819191078,99.65583996558401,0.30699936256564553,92.35237173281703
28,0.011877420820916024,99.634329963433,0.30467624468990356,91.67473378509197
29,0.012599249555298425,99.6235749623575,0.3105776723679822,91.77153920619556
30,0.009552449818118,99.68810496881049,0.30711550391770515,92.0619554695063
31,0.0080585761281613,99.79565497956551,0.3012575343871509,92.44917715392063
32,0.009128259007303555,99.67734996773501,0.2981634675457511,92.15876089060988
33,0.008012160250568908,99.7526349752635,0.29819313301510986,92.35237173281703
34,0.007153959370805778,99.78489997849,0.3000076077896507,91.9651500484027
35,0.008177850035352364,99.74187997418801,0.2960057392182678,92.25556631171345
36,0.007961305091708457,99.67734996773501,0.2958291516155149,91.9651500484027
37,0.007804076220366642,99.7311249731125,0.29629971369711494,92.25556631171345
38,0.007427461174588949,99.74187997418801,0.29348525926578944,91.86834462729914
39,0.007627955301722665,99.77414497741451,0.29321933231210123,92.15876089060988
40,0.0074527571865257896,99.7526349752635,0.2893841025155373,92.25556631171345
41,0.007359045557076763,99.74187997418801,0.28950165547538703,92.64278799612778
42,0.006965566279875845,99.79565497956551,0.2882195543811097,92.25556631171345
43,0.007468979444717766,99.7526349752635,0.2890448828461325,92.44917715392063
44,0.0066598759165603025,99.79565497956551,0.2933602919270143,92.25556631171345
45,0.007052699425477101,99.7526349752635,0.29168352799261094,92.5459825750242
46,0.006738479642822912,99.77414497741451,0.2877731198392671,92.83639883833496
47,0.006617868400286425,99.763389976339,0.2888555818698067,92.25556631171345
48,0.006558771107556564,99.79565497956551,0.2929455797744253,92.15876089060988
49,0.0066881590593140675,99.74187997418801,0.29344845648822515,92.44917715392063
